item_id	category	r_complement	r_substitute
6803	0	[271, 6833, 3638, 7768, 4662, 3641, 3642, 6546, 2370, 3637, 8357, 3636, 6039, 8011, 2155, 8434, 7983, 574, 2042, 3172, 5926, 3287, 2449, 8273, 6799, 4983, 6550, 3870, 7113]	[3728, 3560, 3637, 4339, 1662, 7768, 7087, 3636, 6195, 4088, 4672, 3640, 3642, 5768, 7089, 8434]
6799	0	[2794, 7042, 6829, 3907, 3641, 5552, 6369, 6159, 1277, 3024, 7041, 4911, 3157, 6803, 2042, 3427, 5926, 2061, 3429, 4505, 5440, 4986, 6599, 4345, 6965]	[3429, 3427, 221, 2010, 6801, 3086, 5258, 7368]
6804	16	[7526]	[7495, 7738, 7697, 7907, 387, 3235, 8285, 2066, 60, 1416, 8020, 8003]
6805	0	[5983, 2314, 1304, 6800, 2367, 5068, 868, 1687, 5069, 8042, 6746, 5174, 4341, 5719, 2370, 7194, 1120, 5744, 7186, 6946, 5939, 1104, 6795, 1303, 5065, 925, 1207]	[2314, 1304, 5068, 4193, 5069, 8042, 6746, 5174, 5719, 2370, 7194, 1120, 6946, 5939, 3034, 6795, 1303, 5065, 1207]
6806	0	[5725, 4115, 4136, 4131, 2142, 5908, 3986, 3983, 1050, 2593, 3990, 3896, 2384, 1955, 245, 4150, 4128, 430, 5875, 1028, 3987, 1031, 7522, 7117, 6965, 5907, 6908, 1033, 4114, 5708, 254, 2375, 4120, 1021, 1024, 1018, 3989, 7231, 5716]	[4131, 3984, 3986, 3983, 3990, 4243, 3896, 1955, 430, 5875, 2820, 3987, 2515, 7522, 6908, 7869, 5708, 2028, 4120, 1021, 1018, 3989]
6807	0	[7963, 8112, 7042, 8036, 6530, 5552, 5940, 2614, 6587, 3902, 1281, 1277, 6038, 8350, 2155, 4163, 5553, 4783, 1280, 8025, 2846, 2060, 8037, 5588, 1943, 7077, 7374, 4030, 4371, 8249, 7041, 4472, 8038, 5546, 5788]	[7646, 5553, 50, 6927, 8036, 3149, 3668, 5421, 1443, 88, 7077, 7374, 8013]
6808	0	[]	[]
6809	0	[6706, 8060, 7398, 6757, 5104, 3392, 5105, 3399, 6877, 3439, 5459, 5109, 5106, 5566, 1943, 3006, 7205, 8157, 5108, 5605, 3398, 5107, 2982, 5085]	[3006, 6706, 5105, 3392, 3399, 3439, 5108, 5605, 5106, 3398, 5107, 5109, 6757, 5104]
6810	0	[6804, 3235, 5561, 2552, 6788, 8338, 7526, 6348, 7197, 5087, 5470, 4283, 5325, 2785, 2531, 7801, 3608, 393, 8330, 4916, 4834, 6224, 8392, 8116, 1416, 8019, 4388, 2630, 7701, 6460]	[8019, 6348, 6804, 7907, 2630, 7197, 6531, 2552]
6812	0	[2477, 5086, 4953, 5674, 7042, 4984, 2997, 8036, 6530, 1200, 6369, 6041, 2623, 4922, 2614, 6587, 403, 2615, 1277, 5572, 7232, 2839, 3717, 4954, 2155, 3024, 8372, 7041, 4022, 4783, 5576, 5583, 2060, 5287, 2061, 5588, 7077, 7374, 2605, 3464, 5788, 8038, 5604]	[890, 7042, 8045, 6811, 3007, 403, 6530, 2621, 7041, 2872, 5287, 5788, 5588, 3717, 2605, 2614, 7192]
6815	0	[4093, 4953, 5306, 3903, 3957, 5566, 5547, 5734]	[]
6811	0	[5680, 5086, 2996, 4984, 2997, 6321, 3007, 8251, 6530, 6366, 2998, 2731, 4093, 7295, 6317, 4227, 4202, 5421, 2872, 4310, 8350, 3024, 591, 1859, 4957, 8037, 1949, 3911, 7374, 2040, 8045, 8273, 1834, 6323, 8249, 1292, 6807, 5705, 2290, 2288, 6700, 5788, 7651, 7193]	[5615, 2726, 7295, 890, 7042, 3024, 8045, 6317, 838, 1245, 6812, 3464, 6041, 2872, 7651, 8273, 2614]
6813	0	[5406, 4982, 2997, 6321, 6530, 4715, 1886, 3668, 2602, 6286, 7295, 488, 5522, 7232, 7666, 5288, 2617, 4954, 3024, 3861, 2620, 7690, 2603, 2600, 6940, 7193]	[7551, 6649, 2600, 7666, 7232, 7193]
6816	0	[5978, 5567, 1227, 4500, 2967, 4499, 6753, 2426, 2968, 4753]	[]
6814	0	[8112, 7047, 8251, 4882, 5231, 5547, 7235, 7295, 8357, 7551, 8011, 7185, 8272, 7182, 6849, 1990, 1573, 6873, 5968, 7446, 6874, 6867, 6621, 593, 7630, 7113, 7193]	[1792, 1585, 7551, 2603, 6649, 7232, 2602, 7446, 7193]
6817	0	[4982, 7042, 4984, 6530, 7768, 1200, 5386, 5133, 3668, 4912, 845, 5137, 4922, 2614, 5135, 6722, 3354, 6049, 3357, 838, 6675, 1277, 2839, 339, 3717, 4954, 5702, 8372, 5577, 5132, 591, 2043, 5576, 4538, 6381, 4312, 8197, 5712, 5583, 4920, 5588, 1943, 4764, 7374, 2038, 5138, 4211, 2037, 5136, 8022, 7041, 335, 5604, 5788]	[4953, 1866, 5133, 4922, 5135, 3357, 6972, 3717, 8372, 2043, 5712, 4920, 262, 1065, 5138, 4211, 1059, 5136, 1893]
6818	0	[5764, 4775, 298, 6241, 1082, 745, 6740, 8323, 3002, 723, 5917, 6736, 2408, 7300, 5226, 1522, 4040, 2146, 4838, 7908, 6130, 4039, 30, 7287, 8139, 4029, 65, 5325, 3959, 8049, 717, 1842, 7801, 8330, 7756, 1516, 4834, 6652, 1517, 6224, 711, 8287, 3529, 7848, 720, 7632, 1688, 7701, 6031, 7849, 4444, 3776, 6045, 5225, 4028]	[5764, 8417, 3428, 6265, 4039, 6130, 6238, 1699, 8323, 3776, 7262, 2879, 5231, 3529, 2408, 4028, 1688]
6819	0	[4094, 5267, 5086, 4953, 7477, 6632, 6530, 1953, 2698, 1705, 7768, 5540, 4316, 4965, 5547, 1951, 4279, 4093, 5786, 8101, 2926, 7578, 2886, 6972, 7604, 6834, 2872, 3717, 2088, 2708, 591, 5539, 1661, 6589, 5759, 1663, 4957, 4298, 1952, 5566, 242, 2565, 1949, 7374, 2040, 7164, 5734, 7014, 2369, 3957, 5903, 6100, 2643, 5901]	[539, 7346, 275, 5786, 6589, 3953, 8079, 4817, 7014, 1966, 5903, 8267, 7786, 8227, 8266, 5901]
6821	0	[8060, 7302, 6558, 8262, 119, 3550, 836, 8348, 4172, 7571, 5455, 8062, 4960, 6820, 7255, 8134, 8346, 4296, 5654, 53, 4282, 4856, 8116, 8037, 2379, 7644, 6510, 8014, 7701, 8157, 8047, 8129, 6559, 4171, 7961]	[8060, 6558, 3550, 4172, 8348, 8062, 6820, 7255, 8134, 8346, 8315, 7644, 6510, 8014, 8157, 8047, 8129, 6559, 4171]
6820	0	[8060, 7302, 6558, 3550, 836, 4172, 1246, 3668, 5455, 1522, 8062, 6137, 8042, 6821, 6559, 8176, 7255, 8134, 6440, 8296, 8116, 5313, 4653, 7644, 6584, 6510, 8389, 8014, 8157, 8047, 8129, 2466, 7436, 4171]	[7644, 8060, 6510, 8014, 6558, 8157, 3550, 4172, 8047, 7255, 8129, 8062, 8134, 6559, 4171, 6821]
6824	0	[6622, 1116, 6166, 2024, 8290, 7799, 3972, 4407, 7673, 8237, 6331, 4168, 2341, 5821, 7219, 1111, 8158, 3118, 4401, 7503, 6912, 1560, 4755, 6556, 5773, 5683, 8122, 6890, 6826, 5868, 6974, 4406, 7800, 5131, 6825, 504, 1559, 3115, 3116, 8142]	[1560, 7800, 8158, 5131, 504, 7799, 6890, 8142]
6827	0	[1227, 4499]	[4081, 4499]
6823	0	[5978, 4500, 4499, 2426, 4753]	[]
6825	0	[6619, 6166, 7799, 6824, 5382, 4407, 8237, 6566, 4168, 2341, 6140, 7219, 8158, 3118, 556, 8125, 6912, 5683, 1641, 6890, 6826, 6974, 4406, 7800, 6911, 5131, 1559, 3116, 6620, 8284]	[7800, 5773, 1641, 5131, 7799, 6890, 3972, 6826]
6822	0	[2968, 4499, 2967]	[]
6826	0	[6622, 5413, 6166, 7799, 6824, 4003, 5382, 6140, 5821, 8158, 3118, 1733, 6912, 5773, 5683, 1641, 6974, 7800, 542, 6911, 5131, 6825, 3115, 3116]	[7800, 7451, 1641, 5131, 6825, 7799, 6890]
6829	0	[4953, 2787, 271, 6530, 7768, 6828, 6108, 4478, 3668, 6588, 4320, 6841, 3622, 3902, 4313, 6834, 2880, 273, 4911, 3157, 874]	[4697, 880, 4407, 4406, 874, 6828, 4408, 4911]
6830	0	[6970, 4400, 3857, 4203, 7196, 3061, 7993, 642, 4027, 4910, 7505, 8205, 8424, 6455, 3640, 4326, 8011, 2581, 3062, 3887, 3067, 6402, 6849, 3157, 8374, 3953, 4403, 6650, 7951, 6986, 6873, 5543, 3459, 3159, 3156, 7950, 8317, 8000, 6572, 643, 7630, 4301, 6309, 5676, 584, 2982]	[3036, 3061, 7993, 4910, 8205, 8424, 3225, 3062, 3887, 3067, 6402, 3253, 6849, 8374, 4403, 6873, 3459, 3195, 3156, 3867, 8317, 8000, 7630, 6309]
6835	0	[2477, 4953, 7042, 4984, 8036, 6530, 3506, 3668, 7312, 5717, 5594, 1001, 2614, 6587, 3373, 3902, 5586, 403, 1281, 1277, 5572, 8011, 3717, 2155, 5702, 8372, 7041, 4754, 4022, 4783, 1280, 5576, 5583, 5712, 8037, 7193, 5588, 1943, 7077, 4030, 5138, 5598, 5016, 4211, 4114, 5840, 5641, 6836, 335, 5604, 5788]	[1737, 4984, 5576, 5588, 5583, 5788, 5717, 5594, 5604, 6836]
6837	0	[2477, 4982, 7042, 4984, 8036, 6530, 5717, 5594, 6587, 1630, 6836, 3902, 6812, 1277, 8308, 5572, 5604, 6835, 2155, 5711, 3024, 5702, 8372, 4754, 5577, 4783, 1548, 5576, 5583, 8037, 5588, 7077, 2605, 8181, 4030, 5138, 5598, 5016, 2844, 5840, 5641, 7041, 6038, 5788]	[2477, 5571, 7042, 4984, 4267, 5717, 5594, 1096, 6836, 5714, 6038, 5572, 1542, 6835, 8372, 5577, 5576, 499, 5583, 5588, 4673, 8181, 1539, 1737, 5598, 5641, 7041, 5604, 5788]
6833	0	[3868, 3872, 7047, 5133, 4922, 5547, 7235, 3864, 1002, 8011, 3979, 3887, 3943, 8372, 591, 6849, 8025, 3157, 6848, 5543, 5566, 4481, 3159, 7695, 3867, 5442, 7630, 5705, 5676, 6987, 3870, 5440, 7113]	[219, 7235, 8205, 6834, 8011, 3887, 3943, 4299, 8272, 6849, 3157, 6848, 5543, 3159, 3867, 5442, 7630, 5676, 5440]
6838	0	[5086, 5674, 4982, 2997, 6321, 8036, 8251, 6530, 6739, 6366, 2998, 6369, 6041, 3668, 999, 4981, 1001, 5059, 6587, 7295, 3902, 1281, 1277, 2291, 1002, 5421, 2872, 339, 3717, 8350, 3024, 591, 8037, 7077, 1943, 7374, 340, 8273, 8045, 5138, 4086, 8038, 4983, 5788, 335, 845, 6748]	[5086, 5674, 4982, 8036, 341, 4981, 1001, 6587, 7295, 3373, 3902, 6648, 1277, 2872, 5421, 339, 8350, 4306, 3024, 591, 8037, 7077, 340, 8273, 5788, 335, 845, 7312]
6831	0	[5680, 1582, 4094, 5247, 529, 1246, 533, 534, 1951, 5547, 3862, 1830, 4093, 4483, 4027, 7578, 5622, 6541, 1681, 3067, 3024, 3378, 5773, 4917, 531, 4480, 1952, 2040, 4218, 5734, 530, 544, 1583, 6100, 1748]	[5680, 4299, 4483, 529, 530, 6541, 4480, 534, 533, 5676, 3067]
6832	0	[5267, 219, 4953, 6833, 7477, 6530, 7768, 5552, 6369, 4478, 3770, 5559, 7235, 6617, 4093, 3622, 3902, 6834, 8011, 273, 4954, 4299, 4479, 6855, 3157, 5439, 5543, 5566, 3159, 3497, 1943, 1949, 242, 2040, 3867, 7374, 5442, 4086, 3389, 4474, 5300, 5676, 3870, 5440, 3153, 217, 6303, 7326]	[5680, 4404, 219, 4299, 4022, 3867, 3378, 5442, 6833, 6290, 5439, 6834, 5676, 8011, 217, 2088]
6834	0	[219, 4953, 6833, 7477, 6530, 7768, 4478, 5133, 4965, 7235, 2958, 5547, 4093, 7604, 8011, 4954, 6849, 5539, 6855, 3157, 6848, 5543, 5566, 4481, 3867, 5442, 5138, 3389, 5705, 5676, 3870, 5440, 6100, 6303, 5734]	[4299, 5442, 5539, 6833, 3389, 6848, 5676, 8011, 5440, 7235]
6828	0	[4953, 6829, 6530, 4044, 7768, 870, 5388, 6108, 4478, 7235, 2161, 5135, 4320, 6841, 877, 3622, 4313, 3604, 6103, 6834, 2880, 273, 4954, 4911, 3157, 5712, 1943, 5138, 874, 2678, 5788, 7823, 7326]	[880, 4407, 6829, 862, 6103, 874, 863, 4911]
6839	0	[4953, 7042, 6530, 5133, 5717, 1803, 4918, 3902, 403, 6038, 8011, 273, 6835, 8350, 5036, 4954, 5702, 8372, 7041, 8272, 7347, 4022, 5683, 5712, 6735, 8037, 1737, 5138, 5598, 1895, 1292, 5136, 5840, 7217, 6836, 1587, 4247, 1893]	[2641, 7042, 5412, 403, 4591, 2615, 5816, 5527, 4247, 7217, 7888, 7171, 2639]
6836	0	[2477, 4953, 271, 7042, 4984, 8036, 6530, 7768, 3668, 5717, 6587, 1803, 3902, 403, 1277, 5572, 5604, 6835, 8350, 5711, 5702, 8372, 4022, 5576, 5583, 5712, 5588, 1943, 7077, 5138, 5598, 4169, 4086, 5840, 5641, 5861, 7041, 6038, 5788]	[2477, 5086, 4984, 8036, 6530, 7768, 5717, 6587, 3902, 3968, 1277, 5604, 6835, 3717, 8372, 5589, 5576, 5583, 5588, 1943, 5138, 4983, 5788, 6038, 5591]
6840	10	[2391, 7580, 2408, 1274, 5204, 2433, 7287, 2456, 7801, 4587, 738, 3950, 2729, 7585, 7652, 4444, 7959, 1222, 5788, 7089]	[6928, 6501, 1246, 6499, 303, 6500, 6458, 6737, 3860, 1879, 4425, 6455, 4773, 615, 3861, 4755, 6502, 738, 7559, 2040, 617, 736, 2966, 6454, 7652, 6494, 616, 248, 4756, 6094]
6841	0	[5086, 4953, 271, 4267, 6530, 7768, 1944, 5133, 3668, 7124, 5717, 6427, 6617, 7235, 5135, 117, 4320, 6587, 3622, 3902, 3621, 2792, 6941, 6675, 2880, 273, 3717, 4954, 4911, 7347, 4022, 4312, 5712, 4866, 7374, 3804, 5138, 7326, 6965, 6468]	[6095, 7347, 271, 6469, 2792, 6941, 5911, 6092, 2880, 7124, 6617, 6965]
6845	0	[7295, 6849, 591, 6833, 7047, 5547, 6842, 5705, 6846, 5566, 3172, 8011, 7666, 8266, 7235, 3943]	[2079, 6842, 7551, 6843, 6846, 5566, 4481, 8001, 2643, 7666, 1950, 5547]
6847	0	[6548, 7582, 6530, 6844, 4478, 6720, 7235, 4093, 3569, 4027, 6290, 7666, 6869, 7827, 8025, 1131, 6843, 2344, 5566, 6873, 6939, 7998, 8249, 2432, 8084, 2534, 3942, 6940]	[5247, 6556, 4027, 6869, 1408, 5939, 4917, 8158, 7604, 1949, 1337]
6844	0	[6548, 6530, 6720, 4965, 5547, 7235, 6272, 8308, 6847, 6849, 1131, 8148, 4070, 6843, 5566, 6939, 3013, 7695, 7385, 7205, 2432, 6842, 5705, 6100, 8084, 2534, 6940]	[1950, 7047, 1131, 6842, 6843, 8001, 7177, 2643, 4316]
6846	0	[4093, 7295, 6849, 1680, 6874, 7047, 8148, 5547, 6845, 6842, 5705, 6843, 8001, 7235]	[7047, 6845, 6842, 7551, 6843, 5522, 8001, 2643]
6849	0	[6970, 6833, 7047, 7235, 5547, 8205, 3860, 8011, 3067, 4299, 8272, 6855, 3157, 6848, 6843, 5543, 3869, 3159, 3867, 5442, 5138, 7630, 6842, 5705, 5676, 6987, 3870, 5440, 414, 7113]	[6833, 7235, 8205, 8011, 3887, 3067, 4299, 8272, 6855, 3157, 5439, 5543, 6986, 3159, 3867, 5442, 7630, 6987, 5676, 5440, 414]
6842	0	[8230, 7295, 6849, 7047, 6845, 7551, 7072, 6846, 6843, 3172, 7177, 7235]	[8230, 7047, 861, 6845, 6843, 6846, 5522, 8001, 7177, 2643, 1950, 8142]
6843	0	[8027, 7295, 6849, 591, 1680, 6833, 7047, 5547, 6842, 7072, 8116, 3172, 7666, 7235]	[1680, 7047, 6845, 6842, 7551, 6846, 6844, 8001, 7177, 2643, 7666, 1950]
6848	0	[219, 4953, 6833, 7047, 7477, 7768, 4478, 5133, 5547, 7235, 7295, 6834, 8011, 3979, 6849, 6855, 3157, 5543, 5566, 4481, 3159, 3867, 3389, 5705, 5676, 6987, 5440, 7041, 6303, 414]	[6849, 6833, 6834, 5440, 7235]
6850	0	[702, 5003, 298, 4131, 3235, 3095, 2391, 6894, 7866, 6300, 6660, 4315, 6425, 607, 3614, 730, 1623, 5779, 6725, 6893, 4838, 6990, 4243, 65, 5057, 5325, 7483, 7801, 1229, 3608, 8330, 4916, 4240, 6436, 5621, 831, 4238, 3690, 3084, 1416, 2217, 2382, 6683, 322, 8448, 7701, 7161, 3045, 4020, 7221, 2488, 7757, 4124, 2398]	[2219, 2226, 5003, 6894, 8448, 7311, 2217, 6425, 831, 4020, 1623, 7724, 2225, 3919, 4315, 6893]
6851	0	[1371, 6498, 6300, 2394, 4021, 2391, 1082, 8323, 3965, 7580, 730, 6725, 2266, 5226, 2399, 4838, 3968, 8239, 6689, 4243, 2384, 5057, 1412, 734, 8049, 773, 717, 7801, 6480, 8330, 3967, 6479, 5577, 4916, 8417, 1684, 4755, 6652, 3483, 780, 1094, 7030, 4125, 703, 3690, 711, 3084, 96, 8050, 3603, 8355, 4121, 6031, 4016, 6238, 8072, 4178, 4444, 2171, 2488, 7236, 7757, 6045, 1893]	[2697, 6300, 623, 8323, 3965, 3968, 7949, 8239, 3113, 734, 8049, 7801, 1716, 6480, 3967, 1599, 5577, 4916, 4296, 3950, 8018, 8050, 3603, 6120, 2371, 1893]
6853	0	[2477, 1838, 1866, 3301, 4984, 5413, 5908, 5412, 4059, 8036, 1911, 1864, 85, 5717, 6736, 6672, 5594, 4140, 2979, 1096, 5880, 2639, 6722, 5586, 6476, 403, 838, 2615, 8115, 1156, 1873, 3580, 4150, 717, 1542, 4128, 5702, 7337, 2641, 3877, 2895, 5577, 6854, 1173, 1548, 5576, 2388, 1837, 7679, 5583, 1865, 3690, 2729, 1896, 1480, 4673, 1091, 1850, 793, 5598, 1364, 5016, 6240, 1895, 788, 3533, 3463, 5840, 5604, 1893]	[5412, 4059, 1911, 1864, 4959, 5594, 1096, 5028, 8115, 1542, 5702, 7464, 2641, 8372, 6854, 5577, 5576, 5027, 5583, 4673, 1091, 8181, 1092, 1539, 2626, 5016, 5598, 4371, 1895, 2841, 3822, 5840, 1844, 5604, 1893]
6852	0	[5506, 1838, 2639, 3223, 1699, 7094, 5583, 8011, 5383, 5205, 7773, 1893]	[7371, 2324, 3223, 260, 4267, 7197, 2433, 7094, 5704, 1981, 7330, 8115, 402, 5383, 2255, 6961, 2266, 5506]
6854	0	[2477, 2386, 1866, 702, 4982, 1838, 5413, 6241, 3295, 4059, 5412, 4598, 6530, 4277, 1864, 7330, 6725, 3668, 5025, 5594, 1096, 2390, 2639, 1803, 5586, 3534, 469, 6239, 6422, 2615, 6318, 8158, 1392, 1873, 1542, 4128, 3817, 5702, 2641, 8372, 3877, 5577, 1548, 5576, 1837, 2388, 499, 5583, 1865, 3690, 1896, 4673, 1091, 1539, 5016, 5598, 6496, 1895, 5840, 5699, 404, 6853, 5604, 1893]	[4682, 7466, 5412, 4059, 1911, 4959, 3902, 65, 8158, 5572, 1873, 1229, 2456, 8350, 5702, 1548, 5576, 5027, 1887, 5583, 1865, 3690, 4706, 4673, 1091, 1092, 1539, 6683, 5016, 4371, 5598, 7161, 5840, 6853, 6045, 5604, 1893]
6855	0	[219, 6833, 6530, 7768, 4478, 5559, 7235, 2958, 5547, 3622, 4339, 8205, 6834, 8011, 4022, 6849, 5539, 3378, 3157, 5439, 6848, 5543, 6986, 3159, 7374, 2040, 3867, 5442, 5138, 4966, 3389, 5676, 6987, 3870, 5440, 7041, 6303]	[6833, 5559, 7235, 8011, 3067, 6849, 3378, 3157, 6848, 5543, 6986, 3159, 3867, 2999, 5442, 4966, 6987, 5676, 5440]
6856	13	[5857, 7063, 8067, 4588, 6933, 7722, 8059, 4381, 7635, 4928]	[5208, 7588, 7813, 7938]
6857	0	[2959, 6300, 2391, 4267, 6530, 4172, 3668, 2390, 6617, 4019, 4816, 6587, 6588, 2387, 2792, 5474, 3604, 4243, 8396, 2384, 2674, 239, 2456, 4244, 5506, 5577, 4022, 7348, 7374, 2382, 7140, 2492, 4086, 204, 6023, 6965]	[1916, 271, 6510, 2139, 2792, 3879, 4172, 1417, 7348, 2674, 239, 4171, 4019]
6858	0	[7869, 8238, 5207, 1955, 110, 2664]	[4680, 395, 8238, 1955, 110, 2664]
6860	0	[2693, 902, 1315, 4274, 1552, 6019, 8136, 4027, 6482, 4270, 1681, 4916, 5462, 5773, 7653, 5017, 2153, 4576, 2715, 6020, 2298]	[6999, 4682, 5462, 7861, 1182, 7501, 7653, 5773, 2763, 2398, 8116, 7733, 7440, 7308, 6019, 8338, 8053]
6861	0	[5615, 4682, 2726, 1247, 1243, 1245, 4409, 1234, 1246, 3692, 3972, 2731, 507, 2728, 5606, 1274, 8178, 4027, 838, 2730, 1251, 8158, 5614, 980, 8125, 1235, 1253, 1811, 5607, 4413, 1233, 1244, 2729, 8122, 5610, 1999, 5612, 1223, 1231, 1370, 7212, 8123, 5403, 7861, 6323, 6162, 4410, 1222, 1250, 2725, 2000, 1236, 2727]	[5615, 2726, 1247, 1243, 2339, 1245, 1234, 1246, 3692, 4612, 2731, 2728, 1906, 1274, 2730, 1251, 5614, 980, 5281, 1232, 1235, 1253, 5607, 4413, 1233, 1244, 2729, 5610, 1223, 5612, 1231, 7212, 6162, 1222, 4410, 1250, 2725, 6703, 2000, 1236, 2727]
6859	0	[5406, 6223, 3235, 8426, 4059, 4598, 8321, 8338, 5872, 288, 7391, 7350, 3774, 6256, 5819, 488, 7422, 7949, 4275, 2901, 7834, 7801, 1842, 7483, 1229, 2456, 8330, 8111, 1548, 8195, 5773, 6258, 4845, 3690, 3084, 1416, 489, 7383, 3762, 2982, 7705, 8285, 8064, 4756, 7757, 5604, 6995, 7941]	[7802, 5406, 8111, 7391, 7889, 6256, 7387, 488, 7705, 8195, 4598, 5723, 4846, 6258, 4845, 7834, 7388]
6862	0	[3681, 6622, 6905, 1116, 6166, 2024, 6571, 7799, 5382, 4407, 6566, 6290, 5103, 2341, 4168, 6379, 6140, 8158, 1111, 4425, 614, 1733, 8210, 4401, 6912, 1560, 6556, 2812, 5773, 5683, 1641, 1110, 7888, 6569, 3667, 5442, 5648, 6054, 4406, 7800, 7989, 504, 5131, 6346, 5121, 8142, 4408]	[3681]
6863	0	[7194, 5939, 5707, 6937, 7965, 7647, 2982, 5253]	[2403, 5707, 1704, 956, 7965, 7647, 5253]
6864	0	[7914, 5410, 6274, 1669, 7455, 8266, 5981, 250, 7850, 6675, 8264, 239, 8350, 7503, 1506, 2750, 8246, 8025, 7456, 7533, 7958, 7453, 8037, 7913, 5503, 7998, 8249, 8196, 7651]	[7914, 8356, 2750, 5047, 7998, 5410, 7533, 8196, 239, 4171, 7113]
6865	0	[3724, 7307, 776, 2373, 868, 8042, 7196, 8396, 8205, 2746, 4575, 777, 35, 7078, 7951, 7306, 7950, 1356, 7861, 4705, 7180, 847, 5065, 8009, 1354]	[3036, 776, 2373, 8205, 8396, 868, 3857, 7078, 7180, 7306, 8042, 4575, 8009, 7950]
6866	0	[5764, 4682, 772, 2530, 3235, 747, 4216, 8338, 1735, 5226, 2639, 2399, 6164, 4838, 1274, 488, 7326, 6455, 2901, 717, 7801, 8330, 6713, 5577, 4916, 742, 3690, 3950, 5313, 3084, 7366, 720, 3529, 1688, 4576, 5598, 7553, 5469, 7701, 5335, 2488, 7089, 2398, 6312]	[4576, 6076, 6164, 6902, 2530, 7553, 3690, 4439, 6494, 4033]
6867	0	[4094, 3626, 5747, 8100, 7712, 7578, 1681, 6098, 2556, 5838, 5773, 4917, 7653, 3011, 8190, 7229, 7975, 2946, 629, 2655, 6868, 1027, 621, 6656]	[7229, 7975, 3715, 2655, 7367, 6868, 1027, 8100, 6098, 3011, 621, 7712, 6656, 8190]
6868	0	[5128, 8112, 8100, 1443, 3328, 7712, 5306, 3860, 7604, 8264, 2708, 8272, 5304, 7859, 7229, 7975, 7988, 6867, 6215, 6656]	[7229, 7975, 3715, 3626, 5747, 6867, 8100, 3328, 3011, 621, 7712, 6656]
6869	0	[2750, 4027, 6530, 6273, 6844, 6873, 3668, 6847, 7517, 7177, 339, 7400, 6267, 6940]	[1182, 6847]
6870	0	[6521, 5131, 5121]	[5387, 6521, 7473]
6873	0	[7047, 7477, 7072, 5559, 4884, 4910, 3864, 8205, 8424, 4476, 6830, 8011, 7666, 2581, 6402, 591, 8025, 8374, 4917, 4403, 7951, 5304, 1949, 7950, 8317, 5973, 2798, 8000, 3858, 7998, 2874, 7630, 4301, 6309, 7177, 4472]	[4400, 7993, 3936, 4884, 4910, 8424, 6830, 2581, 6402, 8374, 4403, 8317, 2798, 8000, 2715, 4301, 6309, 7177, 3942]
6874	0	[529, 3872, 7047, 6846, 534, 3972, 4965, 5547, 7235, 4093, 3864, 7604, 8011, 8372, 591, 6849, 1573, 2042, 8259, 6843, 5566, 3869, 3172, 4481, 2449, 7446, 6845, 5705, 6100, 6023, 5734]	[1609, 6790, 3972, 6117, 4965, 5547, 6387, 5899, 7604, 1573, 8259, 4692, 5510, 2449, 7446, 5403, 5705, 6100, 2763, 5734]
6871	0	[7802, 5406, 4682, 2530, 3235, 7985, 2391, 4598, 8323, 6736, 8338, 769, 1721, 6256, 488, 8145, 6689, 1417, 1392, 2901, 1995, 7801, 1229, 3817, 770, 8330, 8111, 6859, 4916, 5155, 3483, 5773, 6129, 6258, 2720, 4845, 3690, 7438, 3084, 3881, 6157, 3899, 4124, 7383, 4620, 7705, 6238, 2488, 7757, 6045]	[7802, 5406, 4598, 7391, 7889, 6256, 488, 3489, 7834, 6859, 8111, 7731, 8195, 5723, 6258, 4845, 489, 7383, 7387, 7705, 4846, 7732, 7388]
6872	0	[7934, 2194, 1422, 2195, 2193, 8321, 4533, 6760, 2169, 6367, 2179, 6130, 8076, 5918, 3543, 5057, 2531, 2490, 7801, 1229, 4066, 2250, 8330, 2175, 2186, 2178, 4296, 4834, 2198, 2181, 8375, 2189, 711, 3084, 1688, 3762, 2184, 2202, 8263, 2197, 2538, 2196, 5246]	[2196, 2186, 8263, 8076, 2364, 3543, 1422, 2777, 5264, 2490, 2185, 5990, 2778, 2197, 4069, 7865]
6875	0	[298, 3235, 5561, 7954, 4599, 5779, 8338, 1735, 8042, 7757, 2566, 5819, 7825, 8396, 3929, 5470, 8139, 6677, 2785, 4383, 7483, 2456, 6713, 2634, 8330, 4916, 6539, 4834, 2781, 7706, 2780, 181, 7078, 6531, 7817, 8053, 2782, 6897, 4388, 6989, 5469, 322, 7701, 4708, 8285, 71, 167, 5065, 5472, 2577, 6965]	[298, 4840, 7954, 747, 8338, 1735, 8207, 5819, 8080, 5470, 8139, 3929, 7483, 4488, 8330, 6713, 4916, 2781, 4835, 7078, 2782, 6989, 5469, 7701, 2157, 3317, 167, 7757, 5472]
6876	0	[4925, 6081, 2935, 7396, 4905, 4929, 6015, 5772, 6410, 5854, 6933, 7269, 6357, 4593, 4380, 8331, 5932, 7208, 6008, 8433, 4926, 7905, 5849, 6411, 6412, 467, 5857, 5513, 8144, 7210, 5374, 6409, 4928]	[4925, 6081, 2935, 7396, 4929, 5772, 6410, 6413, 4593, 4380, 8331, 7208, 8433, 7485, 5849, 6411, 6412, 467, 5857, 8144, 7210, 5374, 6409, 4928]
